model_id,size,instruction,dataset,framing,item_id,target,prediction,raw_result,bin_result,valid,abstain,effective_accuracy
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_59,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_60,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_61,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_62,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_63,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_64,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_65,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_66,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_67,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_68,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_69,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_70,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_71,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_72,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_73,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_74,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_75,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_76,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_77,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_78,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_79,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_80,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_81,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_82,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_83,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_84,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_85,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_86,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_87,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_88,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_89,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_90,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_91,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_92,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_93,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_94,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_95,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_96,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_97,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_98,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_99,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_100,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_101,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_102,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_103,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_104,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_105,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_106,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_107,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_108,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_109,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_110,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_111,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_112,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_113,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_114,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_115,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_116,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_117,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_118,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_119,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_120,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_121,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_122,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_123,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_124,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_125,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_126,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_127,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_128,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_129,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_130,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_131,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_132,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_133,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_134,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_135,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_136,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_137,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_138,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_139,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_140,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_141,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_142,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_143,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_144,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_145,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_146,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_147,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_148,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_149,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_150,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_151,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_152,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_153,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_154,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_155,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_156,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_157,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_158,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_159,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_160,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_161,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_162,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_163,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_164,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_165,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_166,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_167,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_168,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_169,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_170,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_171,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_172,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_173,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_174,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_175,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_176,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_177,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_178,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_179,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_180,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_181,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_182,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_183,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_184,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_185,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_186,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_187,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_188,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_189,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_190,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_191,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_192,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_193,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_194,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_195,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_196,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_197,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_198,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_199,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_200,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_201,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_202,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_203,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_204,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_205,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_206,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_207,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_208,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_209,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_210,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_211,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_212,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_213,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_214,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_215,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_216,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_217,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_218,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_219,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_220,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_221,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_222,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_223,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_224,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_225,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_226,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_227,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_228,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_229,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_230,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_231,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_232,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_233,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_234,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_235,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_236,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_237,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_238,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_239,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_240,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_241,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_242,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_243,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_244,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_245,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_246,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_247,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_248,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_249,1,1.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_250,0,1.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_251,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_252,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_253,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_254,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_255,0,0.0,correct,1.0,1,0,1.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_256,1,0.0,incorrect,0.0,1,0,0.0
qwen2.5_1.5b_instruct,small,1,liar,framing0,liar_257,0,0.0,correct,1.0,1,0,1.0
